trial_no,rmsea,aic,threshold,lasso_beta,ridge_beta
81,0.08709,13.74175,0.35090316439350394,0.005679386839303258,0.2624443592832781
20,2.0,4.0,0.20745054336439886,0.0012399438936037677,3.0993728467880155
